,title,company_name,location,salary_avg,salary_min,salary_max
7105,Local Sr Data Analyst,Insight Global,"Overland Park, KS",120000.0,115000.0,125000.0
7110,Sr. Data Management Analyst,Sterling Crane USA,United States,,,
7111,Data Analysis and Reporting Manager - CarelonRx Pharmacy,Elevance Health,United States,,,
7118,Sr. Data/ETL Informatica with BigID,Genpact,United States,,,
7119,Analyst Innovation and Data,ECCO Select,"Kansas City, MO",,,
7121,Data Platform Lead,Hedge Fund,United States,,,
7122,Data Analyst,American Technology Consulting - ATC,United States,,,
7125,Data Analyst,MSX International,United States,,,
7142,Senior Business Data Analyst,BCforward,United States,,,
7143,"Senior Data Analyst - Part-Time, Alpha - an EDU Startup ...",Crossover,United States,,,
7145,Risk Management Data Analyst I,ProAssurance,United States,,,
7146,HEDIS Business Data Analyst Senior (Business Information Consultant),Elevance Health,United States,,,
7149,"Value Based Care Data Analyst (Hybrid - Troy, MI) - Health...",Health Alliance Plan,United States,,,
7150,"Value Based Care Data Analyst (Hybrid - Troy, MI) - Health...",Health Alliance Plan,United States,,,
7151,Data & Research Analyst,5WPR,United States,,,
7152,"Assistant HR Data Analyst-Corporate Human Resources (Kansas City, MO)",Burns & McDonnell,"Kansas City, MO",,,
7163,Senior Business Analyst,Transaction Data Systems,"Kansas City, MO",,,
7166,Intern - Data Analytics,Getinge,United States,,,
7167,Data Analyst,InfuSystem,"Lenexa, KS",,,
7168,Data Analyst,Tulsa Community Foundation,"Tulsa, OK",,,
7172,Business Data Analyst,Hudson Technologies,United States,,,
7182,Workday Data Conversion Analyst,Healthcare IT Leaders,United States,,,
7184,Data Scientist,"Global Soft Systems, Inc.","Bentonville, AR",,,
7188,Data Analyst,Tata Consultancy Services,"Overland Park, KS",,,
7190,"Citi, PBWM Technology, Summer Analyst, Data & Analytics ...",WayUp,"Pittsburg, KS",,,
7193,Audit Sr. Data Analyst,American Fidelity,"Oklahoma City, OK",,,
7196,"Citi, PBWM Technology, Summer Analyst, Data & Analytics ...",WayUp,"Conway, AR",,,
7199,Master Data Analyst - Safety,Bunzl Distribution NA,United States,,,
7200,"Citi, PBWM Technology, Summer Analyst, Data & Analytics ...",WayUp,"Fort Smith, AR",,,
7202,Business Systems Analyst (Data),Koch Industries,"Wichita, KS",,,
7203,"Citi, PBWM Technology, Summer Analyst, Data & Analytics ...",WayUp,"Edmond, OK",,,
7204,Database Marketing Analyst,MidFirst Bank,"Oklahoma City, OK",,,
7205,"Citi, PBWM Technology, Summer Analyst, Data & Analytics ...",WayUp,"Springfield, MO",,,
7206,Senior Data Analytics Consultant,Keyrus,United States,,,
7207,"Citi, PBWM Technology, Summer Analyst, Data & Analytics ...",WayUp,"Independence, MO",,,
7208,"Citi, PBWM Technology, Summer Analyst, Data & Analytics ...",WayUp,"Broken Arrow, OK",,,
7209,"Citi, PBWM Technology, Summer Analyst, Data & Analytics ...",WayUp,"Topeka, KS",,,
7217,Research/Data Analyst - Special Assistant (Administration Division),State of Missouri,"Jefferson City, MO",,,
7218,Research/Data Analyst - Special Assistant (Administration Division),State of Missouri,"Jefferson City, MO",,,
7221,Lead Data Analyst,New York Technology Partners,United States,,,
7224,"Data Analyst, Energy Transition, EDF +Business",Environmental Defense Fund,United States,60500.0,57000.0,64000.0
7226,SAS Data Analyst,Agile Datapro,United States,,,
7241,Senior Data Analyst,Walmart,"Bentonville, AR",,,
7242,Data Analyst (Hybrid),Flint Hills Resources,"Wichita, KS",,,
7248,Business and Data Analyst,C.H. Robinson,"Kansas City, MO",,,
7256,Data Analyst,Connected Cannabis Co.,United States,,,
7257,Business Process Data Analyst (III or Sr),Williams,"Tulsa, OK",,,
7259,Senior Financial Data Analyst,Advisor Group,United States,,,
7263,Data Analyst （chinese speaking）,European Recruitment,United States,,,
7264,Data Quality Analyst,White River Marine Group,"Springfield, MO",,,
7273,"Sr Data Analyst, Global Sourcing",3M,United States,,,
7278,Data Analyst,INFINITY SOLUTIONS,United States,,,
7288,HIM Data Analyst,Compass Health Network,"Nevada, MO",,,
7297,Reliability Data Analyst,Pinnacle,United States,,,
7304,Marketing Data Analyst,MidFirst Bank,"Oklahoma City, OK",,,
7308,Financial Analyst,Analytic Recruiting Inc.,United States,105000.0,90000.0,120000.0
7320,Data Analyst - HR/Recruitment,St. Joseph Medical Center,"Kansas City, MO",,,
7338,Client Service Analyst II,"Management Science Associates, Inc.",United States,,,
7341,Entry Level Data Analyst,CCS Global Tech,United States,,,
7346,Data Analyst,AUX Partners,,,,
7347,Data Analyst,AUX Partners,,,,
7348,Data Analyst/Engineer,Inceed,"Oklahoma City, OK",,,
7351,Senior Customer Data Analyst,Medical Mutual,United States,,,
7355,Data Analyst - Power BI Developer,Robert Half,"Kansas City, MO",,,
7359,Provider Data Configuration Analyst IV,Central California Alliance for Health,United States,,,
7371,Business Intelligence Analyst II,Cox Automotive Inc.,United States,,,
7372,"Staff Data Scientist - Networks, Integration, & Automation (Kansas...",Burns & McDonnell,"Kansas City, MO",,,
7374,Accounting Data Analyst,Koch Industries,"Wichita, KS",,,
7378,"Senior Data Analyst - Part-Time, Alpha - an EDU Startup ...",Crossover,United States,,,
7379,Analytics Manager,Global Data Network,United States,110000.0,100000.0,120000.0
7380,Data Visualization Manager (Intel Client)- TS/SCI w/ Poly...,Deloitte,United States,,,
7381,Analytics Engineer,ArcBest Technologies,"Fort Smith, AR",,,
7384,Data Analyst,Connected Cannabis Co.,United States,,,
7385,Financial Data Analyst,Caliber Financial Services,"Mission, KS",,,
7390,Data Analyst,Axle Informatics,United States,,,
7391,Data Analyst,Axle Informatics,United States,,,
7394,Data Onboarding Analyst,S&P Global,United States,,,
7395,Senior Data Analytics Consultant,Keyrus,United States,,,
7400,Data Analyst,Genesys Impact,United States,,,
7402,Data Analyst,Robert Half,United States,90500.0,89000.0,92000.0
7419,Staff Data Analyst (Senior eDiscovery Manager),Walmart,"Bentonville, AR",,,
7420,Business Analyst III - Root Cause Analysis / Data Analysis,Centene Corporation,"Kansas City, KS",,,
7423,Senior Data Analyst - Transportation Optimization,Walmart,"Bentonville, AR",,,
7424,Data Integration Analyst (ETL/ SQL) - Fin-Tech,NYLON Search - Recruitment and Executive Search,United States,70000.0,60000.0,80000.0
7425,Data Scientist,Walmart,"Bentonville, AR",,,
7426,(USA) Merchandising Analyst,Walmart,"Bentonville, AR",,,
7427,Data Analyst,Insight Global,"Oklahoma City, OK",21.0,18.0,24.0
7435,Senior Data Analyst,SMKSoft Inc,United States,,,
7439,Data Analyst,MSX International,United States,,,
7447,ESG Data Analyst,O'Reilly Auto Parts,"Springfield, MO",,,
7448,Data Analyst,SynapOne,United States,,,
7449,Data Analyst,TribolaTech Inc,United States,,,
7451,Data Analyst,American Technology Consulting - ATC,United States,,,
7455,Healthcare Data Analyst,Cedar Gate Technologies,United States,,,
7461,"Fully Remote Sr Data Analyst in Kansas City, MO or Trenton, NJ",Paige Technologies,"Kansas City, MO",,,
7466,"Fully Remote Sr Data Analyst in Kansas City, MO or Trenton, NJ",Paige Technologies,"Kansas City, MO",,,
7470,Data Scientist,InterEx Group,United States,,,
7473,"Senior Data Analyst - Part-Time, Alpha - an EDU Startup ...",Crossover,United States,,,
7478,Entry Level Data Analyst,CCS Global Tech,United States,,,
7486,Data & Reporting Analyst,Continental Disc Corporation,"Liberty, MO",,,
7490,Data Scientist/Machine learning,Tech Talent Connect,"Kansas City, KS",,,
7491,Data Analyst (Managed Services Consultant),"DB&A - DeWolff, Boberg & Associates, Inc","Oklahoma City, OK",,,
7492,Director - Data Analyst #LI-Remote,Transaction Network Services,"Kansas City, KS",,,
7493,Data Engineering Senior Analyst (Hybrid),Securian Financial,United States,,,
7496,Data Analyst (Managed Services Consultant),"DB&A - DeWolff, Boberg & Associates, Inc","Oklahoma City, OK",,,
7497,Director - Data Analyst #LI-Remote,Transaction Network Services,"Kansas City, KS",,,
7500,Data Analyst,System Soft Technologies,Oklahoma,,,
7503,Data Analyst,Allegis Group,"Oklahoma City, OK",,,
7504,Data Analyst,Allegis Group,"Oklahoma City, OK",,,
7516,"Data Analysts, ETL Developers, Data QAs, Snowflake Developers",Medica,United States,,,
7518,Data Governance Analyst,Magee Resource Group,United States,,,
7519,"Elevance Health, Data Analyst Intern Graduate Level - Summer 2023...",Elevance Health,"Columbia, MO",,,
7522,Business Intelligence Analyst,Empower Associates,United States,80000.0,75000.0,85000.0
7525,Business Intelligence Analyst,Empower Associates,United States,80000.0,75000.0,85000.0
7529,Senior Data Analyst,Optoro,United States,,,
7530,Data Analyst (Precision Medicine),"Techaxis, Inc",United States,,,
7533,"Web Analytics Manager, Omnichannel Marketing",O'Reilly Auto Parts,"Springfield, MO",,,
7535,"Web Analytics Manager, Omnichannel Marketing",O'Reilly Auto Parts,"Springfield, MO",,,
7541,Data Scientist / Data Analyst,Agile Datapro,United States,,,
7545,Data Analyst,American Technology Consulting - ATC,United States,,,
7555,Senior Research/Data Analyst (4214018),State of Missouri,"Jefferson City, MO",,,
7558,Senior Research/Data Analyst (4214018),State of Missouri,"Jefferson City, MO",,,
7564,Global Budget Data Analyst,HireTalent - Diversity Staffing & Recruiting Firm,United States,,,
7571,Returnship 2023 Data Analyst,T-Mobile,"Overland Park, KS",,,
7572,Sr. Analyst - Business Analytics,Ally,United States,,,
7573,Data Analyst,Life.Church,"Edmond, OK",,,
7575,Senior Data Analyst,Jackson Family Wines,"Home, KS",,,
7577,Senior Data Analyst,Jackson Family Wines,"Home, KS",,,
7579,Data Analyst,ektello,United States,,,
7581,Sr. Data Analyst,Insight Global,"Kansas City, KS",122500.0,115000.0,130000.0
7587,Sr Data Analyst – Servicing Transfers,Flagstar Bank,"Home, KS",,,
7588,Data Analyst,Universal Service Administrative Co. (USAC),United States,,,
7591,Data Analyst - Threat Lab,Integral Ad Science,United States,,,
7593,Data Analyst - Project Manager (Pharmaceutical / Biotechnology ...,NLB Services,United States,,,
7605,Business Analyst,Kids2,"Bentonville, AR",,,
7607,Data Scientists,Branch Technical Services,United States,,,
7611,Data Analyst - Threat Lab,Integral Ad Science,United States,,,
7614,Data Analyst III - Risk Management,Commerce Bank,"Kansas City, MO",,,
7626,Data Analytics Expert,Peace Corps,United States,,,
7635,"Principal Consultant, Data Analytics and Visualization (Mid-Senior...",ERM,United States,,,
7640,Data Analytics Analyst,Hire Resolve,"Oklahoma City, OK",,,
7641,Group Reporting Analyst,Blue Cross and Blue Shield of Kansas,"Topeka, KS",,,
7644,Data Integration Analyst,Gainwell Technologies,United States,,,
7645,Data Analyst,Addison Group,"The Village, OK",,,
7648,Data Analyst,System Soft Technologies,Oklahoma,,,
7652,Operational Excellence Data Analyst,Siemens Gamesa,United States,,,
7658,Returnship 2023 Data Analyst,T-Mobile,"Overland Park, KS",,,
7659,Data Analyst,AUX Partners,"Wichita, KS",70000.0,60000.0,80000.0
7664,Business Analyst - MDM,Diverse Lynx,United States,,,
7667,Senior Financial Data Analyst,Koch Industries,United States,,,
7679,Product Data Analyst,Few&Far,United States,,,
7681,Financial Data Analyst,Children’s Hospital Association,"Lenexa, KS",,,
7682,Data Analyst,Transaction Data Systems,"Kansas City, MO",,,
7685,Data Analyst,Hillviewconsulting,United States,,,
7686,Senior Data Analyst,University of Maryland,United States,,,
7690,Workforce Data Analyst,Centers for Disease Control and Prevention,United States,,,
7694,Data Integration Analyst I,ArcBest Technologies,"Fort Smith, AR",,,
7696,Business Analyst/Business Intelligence Analyst,Akkodis,United States,,,
7699,Experience Analyst,Inclusively,United States,,,
7701,Experience Analyst,Inclusively,United States,,,
7703,Data Analyst I,Horizontal Talent,United States,,,
7704,"Data Analyst, Financial Services",The Horizon Group,United States,95000.0,90000.0,100000.0
7705,Sr. Data/ETL Informatica with BigID,Genpact,United States,,,
7706,Sr. Data/ETL Informatica with BigID,Genpact,United States,,,
7711,2023 Experiential Internship - Supply Chain Data Analyst (Illinois),WayUp,"Wichita, KS",,,
7714,Senior Professional Data Sciences,Gainwell Technologies,United States,,,
7716,Payroll Analyst,NTT Global Data Centers,United States,,,
7718,Data Analyst,Insight Global,United States,85000.0,75000.0,95000.0
7720,Data Analyst,Strategic Staffing Solutions,United States,55.5,53.0,58.0
7722,Data Analyst,Strategic Staffing Solutions,United States,55.5,53.0,58.0
7728,EHS Data Analyst,Chord Energy,United States,,,
7730,Business Analyst/Data Analyst (SQL) (Jersey City),Experis,United States,,,
7740,Power Analyst,L.Knighton,United States,,,
7744,Technology Innovation & Analytics Data Analyst,Aon,United States,,,
7746,"Azure Cloud Analytics, Senior Consultant",Deloitte,"Kansas City, MO",,,
7749,Data Analyst for Automation and Validation,The Coca-Cola Company,United States,,,
7751,QSE Data Analyst,The Coca-Cola Company,United States,,,
7752,Data Analyst Intern,Quartz Health Solutions,United States,,,
7755,Data Analyst/Engineer,Inceed,"Oklahoma City, OK",,,
7769,Data Visualization Manager (Intel Client)- TS/SCI w/ Poly...,Deloitte,United States,,,
7772,Business Intelligence Analyst,CURO Financial Technologies Corp,"Kansas City, MO",,,
7776,Reporting Data Analyst,Grainger,United States,,,
7782,Data Analyst,The Ash Group,United States,,,
7786,Data Analyst,American Technology Consulting - ATC,United States,,,
7792,Data Analyst Consultant,MI-GSO | PCUBED,United States,,,
7793,Data Analyst / Operations Technician,"Encompass Search Partners, LLC",United States,,,
7797,Lead Healthcare Data Analyst,Storm3,United States,130000.0,110000.0,150000.0
7799,"Sr. Data Analyst (SQL, Snowflake, data warehousing)",Diligente Technologies,United States,,,
7801,Sr. Data Analyst (Python/PowerBI Exp),CRG,United States,,,
7803,Sr. Data Analyst,Integrated Healthcare Association,United States,110000.0,100000.0,120000.0
7806,Growth Senior Data Analyst,Rapid,United States,,,
7812,Data Engineer,SoftStandard Solutions,United States,,,
7813,Lead Data Management Analyst,Experis,United States,,,
7818,Technical SAP Data Specialist - 2289,LeadStack Inc.,United States,28.14,,
7822,BI Analyst,Gravity IT Resources,United States,,,
7845,Data Analyst,Eliassen Group,United States,105000.0,90000.0,120000.0
7846,Business Analyst with Data Analyst,SAGE IT,United States,,,
7847,"Staff Data Analyst, Product Intelligence",Stellantis,United States,,,
7850,Business Data Analyst,Global Recruiters of Lowcountry,United States,,,
7853,Data Governance Business Analyst (HR),Pulivarthi Group (PG),"Kansas City, MO",,,
7855,"Computer Scientist, AST, Data Analysis (Direct Hire)",NASA - National Aeronautics and Space Administration,United States,108033.0,82830.0,133236.0
7859,Financial Management Analyst (Data Analytics) - Defense Finance...,DFAS,United States,,,
7862,Data Analyst UM Evaluations,Gainwell Technologies,United States,,,
7865,Data Quality Analyst,Tyson Foods,"Springdale, AR",,,
7867,Data Quality Analyst,Tyson Foods,"Springdale, AR",,,
7868,"Staff Data Analyst, Product Intelligence",Stellantis,United States,,,
7869,Data Governance Business Analyst (HR),Pulivarthi Group (PG),"Kansas City, MO",,,
7870,"Computer Scientist, AST, Data Analysis (Direct Hire)",NASA - National Aeronautics and Space Administration,United States,108033.0,82830.0,133236.0
7871,Data Analyst,SDG Group USA,United States,,,
7875,Metadata Data Management Analyst,Northrop Grumman,United States,,,
7878,Data Modeler Architect Analyst,SAIC,United States,,,
7880,Research and Data Analyst,S&P Global,United States,,,
7882,Real Estate Data Analyst 1LOD,City National Bank,United States,,,
7883,Associate Knowledge & Insights Data Analyst,Lamb Weston,United States,,,
7888,Senior Data Analyst,Customers Bank,United States,,,
7890,Legal Data Analyst,QTS Data Centers,"Overland Park, KS",,,
7894,Associate Data Scientist,"InVitro Cell Research, LLC",United States,,,
7896,Data Analyst I,TreviPay,"Overland Park, KS",,,
7905,Data Analyst - Threat Lab,Integral Ad Science,United States,,,
7906,Specialist on statistical treatment and analysis of the data...,FAO,"Home, KS",,,
7907,Senior FRM Analyst – Actuarial or Data Scientist,Aegon,"Home, KS",,,
7908,Data Analyst,Progrexion,United States,,,
7909,Data Analytics Analyst/Trainer,Metric5,"All, MO",,,
7910,SPACES Data Analyst,State of North Dakota,United States,,,
7911,Spaces Operations I,State of North Dakota,United States,,,
7912,Senior Engineer I - Failure Analysis,Microchip Technology Inc.,United States,,,
